Giro,Nombre Comercial,Razón Social,Código Scian,Actividad,Tamaño,Calle,Número Exterior,Letra Exterior,Número Interior,Letra Interior,Colonia,Código Postal,Estado,Ciudad,Teléfono,Email,Página web
Hotelería y Restaurantes,TA RICO,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,62,703,,,,PEDREGALES DE CIUDAD CAUCEL,97300,Yucatán,Mérida,5513768251,TARICO@GMAIL.COM,WWW.TARICO.COM
Hotelería y Restaurantes,TACOS ARABES LA BATALLA,JAVIER HUERTA DAVID SA DE CV,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,62,0,SN,,,CIUDAD CAUCEL,97314,Yucatán,Mérida,9933135317,,
Hotelería y Restaurantes,TACOS DE CAZUELA SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,62,642,,,,CIUDAD CAUCEL,97314,Yucatán,Mérida,9994203027,,
Hotelería y Restaurantes,TALLER 62 STUDIO CAFE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,62,376,A,,,CENTRO,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,TAQUERIA CALVILLO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,62,614,,,,CIUDAD CAUCEL,97314,Yucatán,Mérida,9992449228,,
Hotelería y Restaurantes,TAQUERIA EL CUAIS,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,62,0,SN,,,RASTRO,97880,Yucatán,Oxkutzcab,9971325048,,
Hotelería y Restaurantes,TAQUERIA KAKAO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,62,0,SN,,,SANTA ROSA DE LIMA,97702,Yucatán,Tizimín,,,
Hotelería y Restaurantes,TAQUERIA LOS TACOS DEL TIO KETO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,62,609,A,0,,PEDREGALES DE CAUCEL,97300,Yucatán,Mérida,9993305722,,
Hotelería y Restaurantes,TAQUERIA SAN FRANCISCO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,62,,SN,,,SAN FRANCISCO,97970,Yucatán,Tekax,9971387394,,
Hotelería y Restaurantes,TARO EL ORIGINAL,,722516,Restaurantes de autoservicio,0 a 5 personas,62,0,SN,,,CENTRO,97000,Yucatán,Mérida,9993724432,,
Hotelería y Restaurantes,THE ITALIAN COFFEE,ADMINISTRADORA ITALCO SA DE CV,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,62,,SN,,,CENTRO,97000,Yucatán,Mérida,,LOURDESGAHONA@YAHOO.COM.MX,WWW.ITALIANCOFFEE.COM
Hotelería y Restaurantes,VENTA DE ANTOJITOS EL GRAN ESFUERZO,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,62,0,SN,,,GUADALUPANA,97315,Yucatán,Mérida,9999949671,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,62,414,,0,,SAN MARTIN,97700,Yucatán,Tizimín,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,62,652,,,,CENTRO,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,VENTA DE CHICHARRA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,62,0,SN,,,BACALAR,97784,Yucatán,Valladolid,,,
Hotelería y Restaurantes,VENTA DE COMIDA LA ABUELITA MELVA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,62,645,D,,,CENTRO,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,VENTA DE DESAYUNOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,62,,SN,,,SAN FRANCISCO,97970,Yucatán,Tekax,9971322383,,
Hotelería y Restaurantes,VENTA DE ESQUITES MAIZ MEJOR,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,62,0,SN,,,CIUDAD CAUCEL,97314,Yucatán,Mérida,9992778973,,
Hotelería y Restaurantes,VENTA DE HAMBURGUESAS SAN BURGUER,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,62,634,BIS,,,CENTRO,97000,Yucatán,Mérida,9994526251,,
Hotelería y Restaurantes,VENTA DE HAMBURGUESAS X CORAZON,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,62,174,,,,FLAMBOYANES,97780,Yucatán,Valladolid,9851073034,,
Hotelería y Restaurantes,VENTA DE PANUCHOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,62,792,,,,CASTILLA CAMARA,97278,Yucatán,Mérida,9994039069,,
Hotelería y Restaurantes,VENTA DE PANUCHOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,62,,SN,,,RASTRO,97880,Yucatán,Oxkutzcab,,,
Hotelería y Restaurantes,VENTA DE PESCADO FRITO,,722512,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,62,399,,,,BENITO JUAREZ,97700,Yucatán,Tizimín,9862179252,,
Hotelería y Restaurantes,VENTA DE POLLOS POLLO VAQUERO,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,62,678,,0,,CIUDAD CAUCEL,97314,Yucatán,Mérida,9995484701,,
Hotelería y Restaurantes,VENTA DE POSTRES,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,62,0,SN,,,SAN ESTEBAN,97880,Yucatán,Oxkutzcab,,,
Hotelería y Restaurantes,VENTA DE POSTRES DLEYDI,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,62,0,SN,,,RASTRO,97880,Yucatán,Oxkutzcab,9971637855,,
Hotelería y Restaurantes,VENTA DE TAMALES,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,62,240,,,,BACALAR,97784,Yucatán,Valladolid,,,
Hotelería y Restaurantes,VENTA DE TAMALES UNO DE LOS CUATRO HERMANOS,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,62,672,B,,,CIUDAD CAUCEL,97314,Yucatán,Mérida,,,
Hotelería y Restaurantes,VENTA DE TORTAS DE CARNE ASADA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,62,659,A,0,,CENTRO,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,VENTA DE TORTAS Y FRITANGAS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,62,0,SN,0,,SAN ANTONIO KAUA III,97195,Yucatán,Kanasín,9994354125,,
Hotelería y Restaurantes,VIDA KETO,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,62,801,,,,JARDINES DE MERIDA,97135,Yucatán,Mérida,9999191969,COMIDAKETO@HOTMAIL.COM,
Hotelería y Restaurantes,VINO TAPAS Y CAFE,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,62,449,,,,CENTRO,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,11367 MERIDA FRANCISCO MONTEJO,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,61,457,,,,FRANCISCO DE MONTEJO,97207,Yucatán,Mérida,,DOMINOSPIZZAS@ALSEA.NET,WWW.DOMINOS.COM.MX
Hotelería y Restaurantes,ALLEGRA COFFE SHOP,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,61,0,SN,0,,CENTRO,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,ANTOJERIA DE LA 61,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,61,0,SN,,,CENTRO,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,ANTOJITOS DON GATO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,61,0,SN,0,,CENTRO,97000,Yucatán,Mérida,9992505778,,
Hotelería y Restaurantes,ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,61,305,,,,SANTA CRUZ,97700,Yucatán,Tizimín,,,
Hotelería y Restaurantes,ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,61,323,,,,ROBLE AGRICOLA III,97255,Yucatán,Mérida,9991659301,,
Hotelería y Restaurantes,ANTOJITOS SIN NOMBRE,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,61,324,,,,ROBLE AGRICOLA III,97255,Yucatán,Mérida,9995627991,,
Hotelería y Restaurantes,ARTEMIA,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,61,140,,,,MONTES DE AME,97115,Yucatán,Mérida,9996436288,ARTEMIAFACTURAS@GMAIL.COM,
Hotelería y Restaurantes,ASADERO LA BENDICION,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,61,0,SN,,,XOCLAN SANTOS,97245,Yucatán,Mérida,9991504564,,
Hotelería y Restaurantes,ASTRO BISTROSPIRITS,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,61,140,,,,MONTES DE AME,97115,Yucatán,Mérida,9997578019,,
Hotelería y Restaurantes,BAR CHAPARRITA VIP,,722412,"Bares, cantinas y similares",0 a 5 personas,61,548,,,,CENTRO HISTORICO,97000,Yucatán,Mérida,,MARTHA.BMY@HOTMAIL.COM,
Hotelería y Restaurantes,BAR LOS LIMONES,,722412,"Bares, cantinas y similares",11 a 30 personas,61,327,,0,,ESPERANZA,97169,Yucatán,Mérida,9992248119,,
Hotelería y Restaurantes,BODEGA CAFETERIA MAX CAFE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,61,487,,662,,CENTRO,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,BUEN CONFIDENTE,BUEN CONFIDENTE RK SC DE RL DE CV,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,61,142,,,,MONTES DE AME,97115,Yucatán,Mérida,,BUENCONFIDENTE@GMAIL.COM,
Hotelería y Restaurantes,BURGER KING LOUVRE IL,OPERADORA EXE SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,61,499,,,,CENTRO,97000,Yucatán,Mérida,,JCAN@GRUPONICXA.COM.MX,WWW.GRUPONICXA.COM.MX
Hotelería y Restaurantes,CAFETERIA LA CAFE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,61,551,,0,,CENTRO,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,CAFETERIA MAX CAFE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,61,487,,625,,CENTRO,97000,Yucatán,Mérida,9992305721,,
Hotelería y Restaurantes,CARNICERIA EL GATITO,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,61,332,A,,,SANTO DOMINGO,97700,Yucatán,Tizimín,,,
Hotelería y Restaurantes,CASA DE HUESPEDES EL ANDALUZ,,721311,Pensiones y casas de huéspedes,0 a 5 personas,61,547,,0,,CENTRO,97000,Yucatán,Mérida,,GERMANAT70@HOTMAIL.COM,
Hotelería y Restaurantes,CHICHARRONERIA CAHIUCH,,722513,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,61,245,,0,,ESPERANZA,97169,Yucatán,Mérida,,,
Hotelería y Restaurantes,CHICHARRONERIA LA GLORIA,,722513,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,61,0,SN,0,,ESPERANZA,97169,Yucatán,Mérida,,,
Hotelería y Restaurantes,CLUB DE NUTRICION HERBALIFE,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,61,478,,0,,CENTRO,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,COCINA ECONOMICA SIN NOMBRE,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,61,1010,,,,XOCLAN,97246,Yucatán,Mérida,9992659529,,
Hotelería y Restaurantes,COCINA ECONOMICA SOCO,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,61,628,,0,,EMILIO PORTES GIL,97167,Yucatán,Mérida,,,
Hotelería y Restaurantes,COCINA MARGARITA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,61,478,,,,ROBLE AGRICOLA IV,97255,Yucatán,Mérida,9999039175,,
Hotelería y Restaurantes,CONCHINITA Y LECHON,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,61,358,,0,,XOCLAN LOPEZ PORTILLO,97246,Yucatán,Mérida,9992242039,ELSALVADORDELACRUZTUN@HOTMAIL.COM,
Hotelería y Restaurantes,COPERATIVA 1 PEPSI PREPA 2,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,61,,SN,,,YUCALPETEN,97238,Yucatán,Mérida,9991433592,,
Hotelería y Restaurantes,DAILY HUB,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,61,480,4,0,,FRANCISCO DE MONTEJO,97203,Yucatán,Mérida,9992676765,,
Hotelería y Restaurantes,DAIRY QUEEN HELADOS Y PASTELES,RM GLOBAL GROUP SA DE CV,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",11 a 30 personas,61,503,D,0,,CENTRO,97000,Yucatán,Mérida,,DQ.CENTRO@RMGLOBALGROUP.COM.MX,WWW.DAIRYQUEEN.COM.MX
Hotelería y Restaurantes,DALIA CAFE BOUQUET,MECARAPE SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,61,218,,0,,MONTES DE AME,97115,Yucatán,Mérida,9994150378,,
Hotelería y Restaurantes,DION,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,61,218,,1,,MONTES DE AME,97115,Yucatán,Mérida,9992302060,,
Hotelería y Restaurantes,DIRTY GRILL,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",11 a 30 personas,61,,SN,,,LAS AMERICAS,97302,Yucatán,Mérida,9993304753,,
Hotelería y Restaurantes,DISTRITO ROMA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,61,0,SN,,,SODZIL NORTE,97115,Yucatán,Mérida,9995498923,,
Hotelería y Restaurantes,DULCERIA Y SORBETERIA COLON,DULCERIA Y SORBETERIA COLON SA DE CV,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",11 a 30 personas,61,500,,0,,CENTRO,97000,Yucatán,Mérida,9999281497,,
Hotelería y Restaurantes,EL PEQUEÑO,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,61,0,SN,8,,ESPERANZA,97169,Yucatán,Mérida,,,
Hotelería y Restaurantes,EL POCH DEL HUACH SUCURSAL BUYAN,GRUPO ETATEM S DE RL,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,61,140,,102,,MONTES DE AME,97115,Yucatán,Mérida,,ELPOCHDELHUACH@HOTMAIL.COM,
Hotelería y Restaurantes,ELABORACION DE ANTOJITOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,61,0,SN,0,,PADRE ETERNO,97970,Yucatán,Tekax,,,
Hotelería y Restaurantes,ELOTERIA PLAYER SNACK,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,61,487,,623,,CENTRO,97000,Yucatán,Mérida,9993242437,,
Hotelería y Restaurantes,HADASS,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,61,1,,,,FRANCISCO DE MONTEJO,97203,Yucatán,Mérida,9998025829,,
Hotelería y Restaurantes,HOTEL AVENTURA,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,61,580,,0,,CENTRO,97000,Yucatán,Mérida,9994384044,CARLOSPUC_1962@YAHOO.COM,WWW.AURORAHOTEL-AVENTURA.COM
Hotelería y Restaurantes,HOTEL CASONA 61,CASONA MERIDA SA DE CV,721112,Hoteles sin otros servicios integrados,11 a 30 personas,61,0,SN,,,CENTRO,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,HOTEL EL CID,GRUPO MADOMO SA DE CV,721112,Hoteles sin otros servicios integrados,6 a 10 personas,61,573,A,0,,CENTRO,97000,Yucatán,Mérida,,RECEPCIONELCIDHOTEL@GMAIL.COM,WWW.HOTELELCIDMERIDA.COM.MX
Hotelería y Restaurantes,HOTEL EMBAJADORES,SKKEMA REAL ESTATE DEVELOPMENTS SA DE CV,721111,Hoteles con otros servicios integrados,0 a 5 personas,61,534,,,,CENTRO,97000,Yucatán,Mérida,,ADMINISTRACION@HOTELESEMBAJADORES.COM.MX,WWW.HOTELEMBAJADORESCOM.MX
Hotelería y Restaurantes,HOTEL LA CATEDRAL,,721190,"Cabañas, villas y similares",6 a 10 personas,61,499,,0,,CENTRO,97000,Yucatán,Mérida,9992928988,HOTELCATEDRALMERIDA@HOTMAIL.COM,
Hotelería y Restaurantes,HOTEL LA MISION DE FRAY DIEGO,POSADAS YUCATECAS SA DE CV,721111,Hoteles con otros servicios integrados,0 a 5 personas,61,524,,,,CENTRO,97000,Yucatán,Mérida,,RES@LAMISIONDEFRAYDIEGO.COM,WWW.LAMISIONDEFRAYDIEGO.COM
Hotelería y Restaurantes,HOTEL LA MISION DE FRAY DIEGO,POSADAS YUCATECAS SA DE CV,721111,Hoteles con otros servicios integrados,0 a 5 personas,61,523,,,,CENTRO,97000,Yucatán,Mérida,,RESERVAS@LAMISIONDEFRAYDIEGO.COM,WWW.LAMISIONDEFRAYDIEGO.COM
Hotelería y Restaurantes,HOTEL NACIONAL,INMOBILIARIA HOTELERA COLONIAL S DE RL DE CV,721111,Hoteles con otros servicios integrados,0 a 5 personas,61,474,,,,CENTRO,97000,Yucatán,Mérida,,CONTA@HOTELNACIONALMERIDA.COM,WWW.HOTELNACIONALMERIDA.COM
Hotelería y Restaurantes,IL RUSTICO,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,61,140,,,,MONTES DE AME,97115,Yucatán,Mérida,9999606200,ILRUSTICO2023@GMAIL.COM,
Hotelería y Restaurantes,JAMBALAYA COMIDA CRIOLLA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,61,487,,659,,CENTRO,97000,Yucatán,Mérida,9993349528,,
Hotelería y Restaurantes,JUGOS NATURALES MIHO,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,61,301,C,0,,ESPERANZA,97169,Yucatán,Mérida,,,
Hotelería y Restaurantes,KUROMA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,61,140,,,,MONTES DE AME,97115,Yucatán,Mérida,,,
Hotelería y Restaurantes,LA INVENTADA CANTINA,,722412,"Bares, cantinas y similares",6 a 10 personas,61,0,SN,0,,CENTRO,97000,Yucatán,Mérida,9992179098,LAINVENTADACANTINA20223@OUTLOOK.COM,
Hotelería y Restaurantes,LA MOJARITA,,722512,Restaurantes con servicio de preparación de pescados y mariscos,6 a 10 personas,61,303,,0,,MULCHECHEN,97370,Yucatán,Kanasín,9999021530,,
Hotelería y Restaurantes,LATTEJUS,ALIMENTOS Y RESTAURANTES ORGANICOS S DE RL DE CV,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,61,218,,,,MONTES DE AME,97115,Yucatán,Mérida,9993551937,LATTEJUS@GMAIL.COM,
Hotelería y Restaurantes,LONCHERIA DON BETO,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,61,469,A,,,CENTRO,97000,Yucatán,Mérida,9993627740,AERICANISTA710308@GMAIL.COM,
Hotelería y Restaurantes,LONCHERIA EL CARIÑOSO,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,61,0,SN,,,JUAN PABLO II,97249,Yucatán,Mérida,,,
Hotelería y Restaurantes,LONCHERIA EL CLIPPER SUCURSAL,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,61,0,SN,0,,LAZARO CARDENAS,97700,Yucatán,Tizimín,,,
Hotelería y Restaurantes,LONCHERIA EL UINIC,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,61,574,,0,,CENTRO,97000,Yucatán,Mérida,,RECOPA02@HOTMAIL.COM,
Hotelería y Restaurantes,LONCHERIA LA TERRAZA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,61,0,SN,0,,ESPERANZA,97169,Yucatán,Mérida,9991556613,,
Hotelería y Restaurantes,LONCHERIA Y COCINA ECONOMICA SAN JUDAS,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,61,0,SN,,,XOCLAN LOPEZ PORTILLO,97246,Yucatán,Mérida,9995850893,,
Hotelería y Restaurantes,MARE LINDO ANTOJITOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,61,281,,0,,FRANCISCO DE MONTEJO,97203,Yucatán,Mérida,,,
Hotelería y Restaurantes,MERCI HOME MADE FOOD,REGINA ESCALANTE BUSH SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,61,218,,8,,MONTES DE AME,97115,Yucatán,Mérida,,FINANZASMERCI@GMAIL.COM,WWW.RESTAURANTEMERCI.COM
Hotelería y Restaurantes,MR DELIXOUS,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,61,275,,,,MULCHECHEN,97370,Yucatán,Kanasín,9995757488,,
Hotelería y Restaurantes,OJO DE AGUA,GMG DIVISION ALIMENTOS SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,61,140,,106,,MONTES DE AME,97115,Yucatán,Mérida,,OJODEAGUAMID@HOTMAIL.COM,WWW.GRUPOOJODEAGUA.COM.MX
Hotelería y Restaurantes,PESCADERIA EL CARACOL,,722512,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,61,0,SN,,,CENTRO,97970,Yucatán,Tekax,9971123638,,
Hotelería y Restaurantes,PIZERIA PEPIS,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",6 a 10 personas,61,350,D,0,,ESPERANZA,97169,Yucatán,Mérida,,,
Hotelería y Restaurantes,PIZZERIA ALEJANDROS,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",6 a 10 personas,61,334,,,,ESPERANZA,97169,Yucatán,Mérida,9999404277,ALEJANDROS-PIZZA@HOTMAIL.COM,
Hotelería y Restaurantes,PUESTO DE COMIDA SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,61,313,A,,,MULCHECHEN,97370,Yucatán,Kanasín,9993679774,,
Hotelería y Restaurantes,RESTAURANTE BAR LAGARTOS 2,,722412,"Bares, cantinas y similares",6 a 10 personas,61,0,SN,0,,ESPERANZA,97169,Yucatán,Mérida,9995014739,,
Hotelería y Restaurantes,RESTAURANTE COMIDA CHINA CONG FAT,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,61,489,,489,,CENTRO,97000,Yucatán,Mérida,9997385395,,
Hotelería y Restaurantes,RESTAURANTE LAS TOSTADILLAS,,722512,Restaurantes con servicio de preparación de pescados y mariscos,6 a 10 personas,61,497,,2,,CENTRO,97000,Yucatán,Mérida,,,
